user_id,content_id,rating,time_spent,completed
313,135,5,38 mins,Yes
75,136,3,14 mins,No
546,192,4,48 mins,No
871,139,3,49 mins,Yes
196,104,3,16 mins,Yes
843,164,2,17 mins,Yes
29,174,4,41 mins,No
706,106,2,45 mins,No
16,157,1,42 mins,Yes
423,130,2,46 mins,No
589,199,5,41 mins,Yes
805,174,2,52 mins,No
593,196,1,45 mins,No
405,167,2,43 mins,No
940,190,1,58 mins,No
636,115,4,34 mins,No
531,117,2,53 mins,Yes
967,191,1,41 mins,Yes
614,118,4,11 mins,No
904,119,5,18 mins,Yes
77,176,3,47 mins,Yes
229,188,1,38 mins,No
962,169,5,47 mins,No
297,124,4,27 mins,No
510,191,5,31 mins,Yes
715,148,2,44 mins,Yes
984,130,3,24 mins,Yes
966,115,1,16 mins,No
573,147,4,22 mins,No
538,144,3,51 mins,No
583,198,4,45 mins,No
615,127,5,25 mins,No
979,184,4,50 mins,Yes
326,164,4,30 mins,Yes
363,141,5,37 mins,Yes
669,196,5,19 mins,No
875,168,3,28 mins,No
359,105,1,26 mins,Yes
706,153,5,10 mins,Yes
787,108,3,22 mins,No
324,122,4,45 mins,Yes
698,107,4,56 mins,No
326,122,2,51 mins,Yes
625,146,5,29 mins,Yes
825,130,3,50 mins,Yes
165,116,3,49 mins,Yes
573,179,1,15 mins,No
604,105,3,32 mins,No
798,167,5,51 mins,No
455,123,3,33 mins,Yes
969,161,2,58 mins,No
153,174,4,14 mins,Yes
737,105,4,41 mins,No
127,123,3,55 mins,Yes
193,179,3,26 mins,No
627,182,3,20 mins,No
774,125,3,36 mins,Yes
530,108,2,13 mins,No
10,195,5,32 mins,Yes
92,121,2,32 mins,Yes
139,102,2,58 mins,Yes
481,122,2,43 mins,No
449,172,4,30 mins,No
333,187,2,31 mins,No
869,196,3,10 mins,No
340,172,2,41 mins,No
961,168,3,37 mins,Yes
52,164,5,27 mins,No
707,194,4,16 mins,No
466,119,5,47 mins,No
718,187,5,15 mins,Yes
799,182,4,23 mins,Yes
475,153,3,39 mins,Yes
401,193,3,53 mins,Yes
439,187,3,55 mins,No
878,197,4,23 mins,Yes
605,152,2,53 mins,No
932,147,1,50 mins,No
997,182,2,18 mins,No
922,154,2,40 mins,Yes
821,144,5,11 mins,No
657,197,1,27 mins,Yes
598,107,3,14 mins,Yes
509,192,2,35 mins,Yes
153,101,4,32 mins,Yes
514,163,2,21 mins,Yes
503,198,3,23 mins,Yes
854,139,2,22 mins,Yes
901,119,5,44 mins,No
772,131,5,56 mins,Yes
676,177,2,24 mins,No
6,124,5,44 mins,Yes
500,169,4,28 mins,No
661,187,1,24 mins,No
717,183,2,17 mins,No
118,165,4,32 mins,No
485,133,4,22 mins,Yes
601,159,4,32 mins,No
666,133,3,40 mins,Yes
951,132,2,39 mins,Yes
679,159,2,51 mins,Yes
468,192,2,11 mins,No
161,141,1,20 mins,Yes
270,112,4,34 mins,No
56,173,2,38 mins,Yes
228,111,5,31 mins,No
849,197,3,28 mins,Yes
149,119,1,18 mins,No
46,154,3,50 mins,No
144,157,4,47 mins,Yes
750,142,5,38 mins,Yes
784,198,4,19 mins,No
632,171,2,31 mins,No
340,131,3,33 mins,No
413,152,5,17 mins,No
732,102,3,56 mins,No
520,183,1,15 mins,No
344,138,5,16 mins,Yes
387,132,1,29 mins,Yes
473,110,5,26 mins,No
275,108,2,45 mins,Yes
353,190,3,17 mins,No
66,194,3,22 mins,Yes
79,175,4,33 mins,No
598,120,5,55 mins,No
636,120,5,59 mins,Yes
202,109,1,40 mins,Yes
978,172,5,32 mins,Yes
662,115,3,26 mins,No
558,198,5,59 mins,Yes
113,188,4,55 mins,No
91,197,4,33 mins,Yes
141,163,3,52 mins,Yes
289,191,3,19 mins,Yes
901,121,3,40 mins,No
730,105,5,54 mins,No
589,135,5,29 mins,Yes
411,185,2,25 mins,No
377,168,1,23 mins,No
384,148,5,12 mins,Yes
846,180,2,39 mins,Yes
152,195,2,27 mins,Yes
835,190,4,15 mins,Yes
751,162,5,29 mins,No
627,135,2,44 mins,Yes
319,170,4,28 mins,No
369,197,1,35 mins,Yes
606,121,4,44 mins,Yes
995,180,1,21 mins,Yes
560,139,3,17 mins,Yes
703,134,3,46 mins,Yes
462,115,4,58 mins,Yes
12,106,3,19 mins,No
156,166,5,30 mins,No
684,188,4,58 mins,No
477,156,2,50 mins,No
939,149,5,54 mins,No
401,192,4,51 mins,No
808,101,1,38 mins,No
177,165,3,40 mins,Yes
341,128,3,49 mins,No
57,200,3,16 mins,Yes
855,120,4,43 mins,No
852,148,5,43 mins,No
448,172,1,39 mins,Yes
203,165,3,13 mins,Yes
697,190,5,50 mins,Yes
633,151,2,39 mins,Yes
738,143,2,34 mins,Yes
202,149,1,23 mins,No
330,125,3,33 mins,Yes
363,174,2,52 mins,Yes
892,176,5,40 mins,Yes
454,141,5,48 mins,No
356,171,2,37 mins,Yes
216,164,3,34 mins,Yes
972,161,1,28 mins,Yes
555,112,3,13 mins,No
887,181,4,43 mins,Yes
23,169,2,41 mins,No
155,114,4,34 mins,No
186,134,2,31 mins,Yes
249,148,1,37 mins,No
749,161,3,27 mins,No
805,181,3,16 mins,No
134,135,2,20 mins,No
321,165,5,51 mins,No
390,159,4,20 mins,No
434,136,3,18 mins,Yes
22,179,3,44 mins,No
873,119,2,46 mins,No
600,142,5,32 mins,Yes
665,169,4,42 mins,No
125,119,5,10 mins,Yes
79,139,5,29 mins,Yes
858,169,2,14 mins,No
968,152,5,38 mins,No
51,112,4,35 mins,No
728,183,1,47 mins,Yes
176,147,1,12 mins,No
870,176,4,30 mins,Yes
253,136,2,22 mins,No
966,163,3,40 mins,No
246,176,2,26 mins,No
739,182,4,44 mins,Yes
106,151,5,32 mins,Yes
193,143,1,12 mins,No
316,134,5,54 mins,Yes
302,197,2,11 mins,No
548,149,4,12 mins,Yes
954,118,1,29 mins,Yes
716,161,4,57 mins,No
934,157,1,53 mins,No
779,193,1,18 mins,Yes
268,105,1,57 mins,Yes
170,189,2,13 mins,Yes
551,124,4,34 mins,No
455,193,3,59 mins,No
651,164,3,10 mins,Yes
292,159,3,48 mins,No
564,138,4,21 mins,Yes
799,133,5,49 mins,No
801,110,4,49 mins,No
141,137,1,33 mins,Yes
146,197,5,18 mins,No
425,187,1,55 mins,Yes
314,111,1,29 mins,No
184,124,4,14 mins,Yes
664,188,3,29 mins,No
713,171,5,30 mins,No
128,121,2,11 mins,No
287,120,3,30 mins,Yes
823,110,2,51 mins,Yes
253,189,4,33 mins,No
778,147,5,18 mins,No
700,200,4,48 mins,Yes
386,147,2,39 mins,Yes
230,115,1,27 mins,No
271,144,4,53 mins,No
771,162,5,52 mins,Yes
811,106,4,19 mins,Yes
415,166,3,54 mins,Yes
198,176,4,50 mins,No
323,104,2,57 mins,No
56,123,4,30 mins,Yes
831,113,5,31 mins,Yes
203,181,4,26 mins,No
783,131,4,14 mins,No
621,116,5,15 mins,No
628,141,4,19 mins,No
604,190,5,52 mins,Yes
138,192,2,11 mins,No
422,101,5,16 mins,No
815,112,2,55 mins,No
57,156,2,13 mins,Yes
562,150,5,46 mins,Yes
71,120,4,28 mins,Yes
911,166,3,37 mins,No
914,136,5,29 mins,No
594,179,4,39 mins,No
372,138,2,51 mins,No
617,122,1,47 mins,Yes
600,161,3,11 mins,No
514,150,4,12 mins,Yes
872,196,3,56 mins,No
84,159,1,51 mins,No
994,120,1,58 mins,No
43,136,1,48 mins,No
666,197,5,34 mins,No
839,115,3,11 mins,No
934,162,5,48 mins,Yes
606,103,1,24 mins,Yes
810,193,4,12 mins,Yes
133,191,1,14 mins,Yes
395,105,5,49 mins,Yes
65,156,1,45 mins,No
290,131,1,59 mins,No
376,186,5,49 mins,Yes
769,135,5,47 mins,No
467,171,4,46 mins,No
898,170,5,36 mins,No
213,126,4,14 mins,No
148,101,2,26 mins,Yes
573,183,2,47 mins,No
471,107,5,54 mins,Yes
149,136,1,50 mins,Yes
88,176,3,21 mins,No
324,184,1,51 mins,No
895,187,5,40 mins,No
396,125,4,42 mins,Yes
790,194,1,52 mins,No
404,159,2,38 mins,Yes
82,161,5,47 mins,No
641,129,1,12 mins,Yes
286,195,1,47 mins,Yes
382,118,4,50 mins,Yes
865,141,4,49 mins,Yes
792,119,4,39 mins,Yes
270,104,3,56 mins,Yes
292,165,5,31 mins,Yes
453,141,5,47 mins,No
715,115,2,41 mins,Yes
24,154,2,52 mins,No
956,164,5,19 mins,No
863,172,1,41 mins,No
311,115,5,52 mins,Yes
461,179,3,13 mins,Yes
208,150,2,38 mins,No
792,122,2,54 mins,Yes
717,118,2,17 mins,Yes
664,180,5,29 mins,No
438,102,2,56 mins,No
538,136,2,16 mins,No
706,120,5,10 mins,No
336,116,1,34 mins,No
422,167,2,35 mins,No
750,130,2,18 mins,No
321,155,2,32 mins,Yes
497,166,3,49 mins,Yes
587,199,5,11 mins,Yes
947,126,2,35 mins,No
163,157,3,23 mins,Yes
811,169,1,53 mins,No
541,102,1,40 mins,No
165,156,3,35 mins,No
849,184,1,58 mins,Yes
698,162,4,28 mins,No
566,134,1,47 mins,No
295,198,4,14 mins,No
42,156,3,15 mins,Yes
924,155,4,44 mins,Yes
285,120,1,25 mins,No
939,150,2,40 mins,No
387,125,4,27 mins,No
138,184,1,23 mins,Yes
187,125,2,34 mins,No
910,153,3,24 mins,No
716,114,3,35 mins,Yes
431,160,5,45 mins,Yes
554,143,3,20 mins,Yes
862,162,5,46 mins,Yes
416,176,3,50 mins,Yes
800,169,3,46 mins,Yes
426,163,3,16 mins,No
416,102,5,27 mins,Yes
26,154,5,59 mins,Yes
371,116,4,29 mins,No
385,155,1,11 mins,No
56,194,1,35 mins,No
253,143,1,32 mins,Yes
634,161,3,41 mins,Yes
106,138,1,22 mins,Yes
130,145,5,22 mins,Yes
849,151,4,26 mins,Yes
670,142,2,34 mins,No
376,124,4,31 mins,No
743,130,1,36 mins,Yes
967,137,1,26 mins,Yes
308,153,5,35 mins,No
91,163,4,47 mins,Yes
393,111,5,23 mins,No
534,178,5,23 mins,No
802,123,2,21 mins,No
110,180,5,14 mins,No
561,150,5,46 mins,No
641,185,2,13 mins,No
585,155,3,38 mins,No
340,155,3,34 mins,No
565,104,2,54 mins,Yes
979,197,5,13 mins,No
356,154,1,59 mins,No
892,161,4,25 mins,No
168,178,1,59 mins,No
557,183,1,11 mins,No
452,105,5,32 mins,Yes
905,200,4,13 mins,No
105,195,4,29 mins,Yes
150,118,3,26 mins,No
146,144,2,15 mins,No
716,131,5,27 mins,Yes
874,194,4,29 mins,Yes
299,121,5,48 mins,No
167,147,3,54 mins,No
713,130,1,50 mins,Yes
646,155,4,43 mins,Yes
723,168,3,49 mins,No
48,169,5,55 mins,Yes
638,141,3,33 mins,Yes
239,145,3,27 mins,Yes
7,174,3,39 mins,Yes
464,191,3,10 mins,Yes
453,180,3,32 mins,No
784,130,3,38 mins,No
897,177,2,50 mins,No
371,200,5,50 mins,No
549,185,1,41 mins,No
487,145,5,11 mins,No
211,145,4,57 mins,Yes
165,179,4,45 mins,Yes
125,184,5,54 mins,Yes
337,184,3,26 mins,No
192,145,2,52 mins,Yes
730,155,1,11 mins,Yes
214,159,3,13 mins,Yes
574,105,5,53 mins,Yes
328,132,5,43 mins,Yes
957,106,2,10 mins,No
381,194,2,32 mins,No
673,126,5,15 mins,Yes
578,137,3,25 mins,Yes
798,113,3,11 mins,No
239,193,3,55 mins,No
532,169,1,21 mins,Yes
700,125,1,36 mins,Yes
82,113,3,28 mins,No
363,188,5,37 mins,No
505,195,2,44 mins,Yes
202,120,4,52 mins,Yes
920,172,2,13 mins,No
504,160,2,58 mins,Yes
644,173,4,58 mins,No
37,121,3,16 mins,Yes
644,161,2,46 mins,Yes
589,184,4,34 mins,No
601,179,5,50 mins,Yes
973,126,5,26 mins,Yes
402,154,5,50 mins,No
765,142,3,23 mins,No
856,111,2,46 mins,No
706,137,2,11 mins,Yes
176,111,1,33 mins,No
545,127,5,24 mins,No
570,194,3,57 mins,No
467,183,4,42 mins,No
201,134,3,21 mins,Yes
540,138,2,28 mins,No
547,161,5,56 mins,Yes
999,187,1,14 mins,Yes
637,153,3,10 mins,No
394,165,1,52 mins,No
833,103,2,18 mins,No
42,167,4,48 mins,Yes
597,128,3,43 mins,No
393,114,2,38 mins,No
700,152,5,58 mins,No
623,130,3,57 mins,Yes
783,158,1,57 mins,No
995,154,3,55 mins,Yes
441,169,2,11 mins,Yes
837,115,2,28 mins,Yes
617,138,1,37 mins,No
506,178,2,44 mins,No
918,114,3,49 mins,Yes
320,157,1,57 mins,No
553,159,2,31 mins,Yes
215,108,2,13 mins,No
71,172,3,17 mins,No
568,119,2,10 mins,No
919,132,3,45 mins,Yes
236,195,5,16 mins,No
281,129,3,34 mins,Yes
987,141,4,38 mins,No
617,175,2,10 mins,No
902,145,5,27 mins,No
887,113,1,13 mins,No
162,127,4,29 mins,Yes
191,119,1,55 mins,Yes
9,126,4,17 mins,No
60,153,5,36 mins,Yes
893,151,5,59 mins,Yes
817,137,5,48 mins,Yes
225,109,4,44 mins,No
819,192,3,34 mins,No
700,196,1,23 mins,No
582,152,3,53 mins,No
805,154,3,56 mins,Yes
287,103,2,49 mins,Yes
994,196,1,40 mins,No
169,169,4,14 mins,No
62,108,2,26 mins,No
349,114,2,19 mins,Yes
442,103,5,52 mins,No
14,124,4,25 mins,No
164,113,3,57 mins,No
420,143,3,13 mins,Yes
757,129,3,14 mins,No
847,172,5,51 mins,Yes
520,151,3,55 mins,No
666,142,1,50 mins,No
548,131,3,59 mins,No
560,163,3,29 mins,Yes
597,126,1,15 mins,No
28,118,5,20 mins,Yes
708,182,2,26 mins,No
446,157,4,50 mins,Yes
208,107,5,12 mins,No
470,148,3,25 mins,No
716,180,2,45 mins,Yes
976,160,4,35 mins,Yes
819,133,4,33 mins,No
104,103,4,56 mins,No
742,104,1,43 mins,No
426,200,1,29 mins,Yes
101,104,2,26 mins,No
541,142,3,29 mins,Yes
639,109,2,25 mins,Yes
850,151,3,58 mins,Yes
522,117,5,13 mins,No
106,117,4,27 mins,No
679,197,4,45 mins,No
978,120,1,44 mins,No
769,114,5,39 mins,Yes
807,122,5,27 mins,No
277,152,3,30 mins,Yes
65,127,5,41 mins,Yes
783,143,1,14 mins,Yes
900,103,3,50 mins,No
188,188,2,32 mins,No
317,194,3,39 mins,No
916,108,2,36 mins,Yes
138,186,3,24 mins,Yes
343,189,4,50 mins,No
105,110,2,23 mins,Yes
546,129,1,30 mins,Yes
380,140,2,43 mins,Yes
110,165,2,35 mins,No
944,121,3,34 mins,No
545,124,4,59 mins,No
354,173,3,54 mins,Yes
743,160,3,40 mins,No
317,126,4,57 mins,No
266,109,3,15 mins,Yes
694,120,4,57 mins,Yes
852,156,1,13 mins,No
65,199,4,33 mins,No
333,136,5,51 mins,No
513,136,4,40 mins,Yes
133,173,4,28 mins,No
592,122,5,20 mins,Yes
783,101,4,38 mins,No
753,169,2,14 mins,No
540,173,3,27 mins,Yes
735,137,3,12 mins,No
535,183,1,49 mins,Yes
496,172,1,20 mins,No
621,196,5,30 mins,No
619,113,2,39 mins,No
657,184,1,28 mins,No
369,200,3,34 mins,No
866,143,1,44 mins,Yes
909,137,1,21 mins,No
910,194,4,56 mins,No
651,174,1,35 mins,Yes
796,195,5,57 mins,No
810,125,3,14 mins,Yes
992,193,5,28 mins,No
99,188,5,36 mins,No
317,121,2,47 mins,Yes
123,141,4,38 mins,Yes
320,173,5,21 mins,No
799,142,2,28 mins,Yes
593,142,3,18 mins,No
495,102,3,27 mins,Yes
457,168,2,38 mins,Yes
522,108,5,12 mins,Yes
520,196,5,32 mins,Yes
917,161,4,39 mins,Yes
717,114,4,55 mins,No
315,177,3,33 mins,No
946,121,4,46 mins,Yes
709,124,2,46 mins,No
710,150,3,13 mins,Yes
542,182,5,37 mins,No
479,145,3,25 mins,Yes
913,164,1,22 mins,Yes
971,164,3,17 mins,No
20,126,4,57 mins,Yes
560,132,2,34 mins,No
969,157,5,11 mins,Yes
130,153,5,39 mins,Yes
293,133,4,49 mins,Yes
897,152,4,12 mins,No
132,195,4,32 mins,Yes
356,118,1,38 mins,No
54,135,2,50 mins,No
890,112,1,39 mins,No
793,151,4,20 mins,No
387,189,2,30 mins,Yes
265,195,4,36 mins,Yes
982,110,2,33 mins,Yes
215,152,5,40 mins,Yes
460,134,1,39 mins,No
458,167,4,10 mins,No
802,139,4,10 mins,No
43,108,3,17 mins,Yes
586,196,5,57 mins,No
862,129,4,51 mins,No
278,122,1,43 mins,Yes
838,184,5,25 mins,Yes
754,170,4,36 mins,Yes
130,161,1,13 mins,Yes
350,143,3,28 mins,Yes
706,149,3,38 mins,Yes
544,129,1,50 mins,Yes
106,181,5,12 mins,No
912,131,1,20 mins,No
716,153,1,17 mins,No
1,134,3,48 mins,Yes
757,138,3,42 mins,Yes
584,157,3,17 mins,No
432,104,4,34 mins,Yes
306,102,4,33 mins,No
909,112,2,35 mins,Yes
527,135,4,35 mins,No
53,170,5,26 mins,No
940,172,5,36 mins,Yes
520,121,3,38 mins,Yes
330,161,1,52 mins,Yes
558,135,3,48 mins,Yes
325,148,1,18 mins,No
114,115,3,23 mins,No
147,171,3,14 mins,No
166,115,5,59 mins,No
379,106,1,39 mins,No
139,181,2,37 mins,No
629,168,2,54 mins,Yes
299,122,3,46 mins,No
276,132,3,17 mins,Yes
916,122,5,24 mins,No
789,127,1,37 mins,Yes
850,115,3,45 mins,Yes
825,144,2,42 mins,No
178,186,1,15 mins,Yes
842,192,3,21 mins,No
354,109,1,16 mins,Yes
154,134,5,54 mins,No
926,200,2,37 mins,Yes
201,173,1,16 mins,No
878,115,2,50 mins,No
115,162,3,10 mins,No
671,145,4,33 mins,Yes
554,184,1,54 mins,No
759,172,2,28 mins,No
68,158,1,41 mins,No
445,192,3,39 mins,No
445,119,3,10 mins,Yes
326,116,2,41 mins,Yes
846,175,5,29 mins,Yes
708,108,1,30 mins,No
602,133,1,28 mins,Yes
623,174,3,39 mins,Yes
880,118,1,59 mins,Yes
359,135,2,37 mins,Yes
145,143,4,41 mins,Yes
275,150,3,39 mins,Yes
509,103,4,32 mins,No
179,191,1,36 mins,No
753,159,5,46 mins,Yes
838,128,2,35 mins,No
831,146,1,12 mins,No
477,164,2,40 mins,No
843,170,1,11 mins,No
976,147,1,19 mins,No
414,114,1,47 mins,Yes
153,107,3,28 mins,Yes
104,174,4,40 mins,No
75,179,5,38 mins,Yes
128,131,4,34 mins,Yes
711,193,4,41 mins,Yes
666,181,2,26 mins,Yes
568,151,3,54 mins,Yes
790,129,3,58 mins,Yes
345,115,1,32 mins,Yes
531,190,4,27 mins,No
159,176,5,20 mins,No
538,125,2,29 mins,No
426,161,3,22 mins,Yes
681,141,1,33 mins,No
996,169,5,52 mins,Yes
23,104,4,29 mins,No
47,157,5,51 mins,No
525,131,3,37 mins,Yes
729,103,2,44 mins,No
834,167,4,30 mins,Yes
706,190,2,15 mins,No
144,150,5,16 mins,No
585,117,5,38 mins,Yes
668,160,1,32 mins,No
589,174,4,14 mins,No
419,166,5,31 mins,No
681,188,3,18 mins,No
973,175,3,41 mins,No
799,124,2,19 mins,Yes
85,199,3,55 mins,Yes
416,187,5,52 mins,Yes
694,132,3,58 mins,Yes
482,187,4,37 mins,Yes
456,198,2,20 mins,Yes
827,119,4,16 mins,No
297,166,5,39 mins,Yes
112,160,5,52 mins,Yes
962,166,3,54 mins,No
230,115,1,47 mins,No
96,185,1,43 mins,Yes
950,135,5,55 mins,No
680,169,5,37 mins,No
378,127,2,41 mins,No
156,188,5,25 mins,No
421,107,5,48 mins,Yes
105,106,2,10 mins,Yes
705,133,4,43 mins,No
330,158,4,50 mins,No
439,149,2,32 mins,No
132,117,2,59 mins,Yes
867,142,4,29 mins,No
382,194,4,27 mins,Yes
138,172,4,27 mins,Yes
943,140,4,51 mins,No
843,146,3,49 mins,No
270,171,2,30 mins,No
550,170,1,17 mins,No
396,168,3,43 mins,No
557,101,1,59 mins,No
913,179,1,20 mins,No
464,195,5,52 mins,Yes
675,189,2,52 mins,Yes
450,197,3,19 mins,Yes
331,152,2,17 mins,No
253,135,4,56 mins,Yes
681,169,2,17 mins,Yes
963,105,1,28 mins,No
285,200,4,10 mins,Yes
274,117,2,12 mins,No
20,153,2,53 mins,Yes
239,152,1,41 mins,No
270,114,4,57 mins,No
418,129,1,25 mins,No
945,108,2,39 mins,Yes
310,198,3,58 mins,No
31,101,3,37 mins,Yes
826,129,5,37 mins,Yes
104,136,3,25 mins,No
682,151,4,50 mins,Yes
186,137,5,42 mins,Yes
128,193,4,34 mins,Yes
210,169,3,27 mins,No
414,153,3,35 mins,Yes
281,196,2,15 mins,Yes
959,152,4,47 mins,Yes
253,188,1,53 mins,Yes
19,183,2,12 mins,Yes
712,112,4,52 mins,Yes
732,152,5,15 mins,No
136,101,4,23 mins,No
223,107,5,27 mins,No
3,117,5,25 mins,No
963,198,3,33 mins,Yes
236,143,1,22 mins,Yes
854,171,4,10 mins,Yes
465,117,1,47 mins,Yes
228,159,5,23 mins,No
913,103,3,26 mins,No
654,129,1,22 mins,Yes
499,122,2,22 mins,Yes
521,138,5,18 mins,Yes
702,154,2,15 mins,No
862,193,1,15 mins,No
917,150,1,39 mins,No
972,169,1,46 mins,Yes
677,130,4,55 mins,Yes
992,123,5,23 mins,Yes
139,185,5,13 mins,No
276,190,5,43 mins,No
291,147,4,11 mins,No
53,121,1,26 mins,Yes
687,120,1,51 mins,No
110,123,2,23 mins,Yes
715,168,4,26 mins,Yes
948,121,3,39 mins,Yes
648,121,4,52 mins,No
4,101,2,38 mins,No
667,115,2,16 mins,No
684,117,2,18 mins,No
936,151,1,55 mins,No
870,163,3,32 mins,No
47,114,2,45 mins,Yes
94,159,5,23 mins,No
940,183,1,29 mins,No
560,150,3,26 mins,Yes
752,134,5,41 mins,No
859,106,3,34 mins,No
213,149,3,39 mins,Yes
436,106,5,58 mins,No
852,169,4,36 mins,Yes
508,107,3,36 mins,Yes
836,197,4,55 mins,Yes
651,177,3,40 mins,No
205,151,5,54 mins,Yes
381,101,3,35 mins,No
73,113,2,23 mins,Yes
516,143,2,57 mins,No
76,127,3,30 mins,Yes
841,171,5,37 mins,No
77,103,5,24 mins,No
816,158,1,39 mins,No
768,189,5,34 mins,No
410,197,4,20 mins,No
614,117,3,53 mins,No
106,145,2,20 mins,No
845,178,5,37 mins,No
551,158,2,14 mins,No
476,156,1,37 mins,Yes
826,154,3,17 mins,Yes
275,187,5,35 mins,Yes
88,188,2,15 mins,Yes
723,129,5,41 mins,Yes
881,154,1,57 mins,No
77,127,2,41 mins,Yes
77,145,2,21 mins,Yes
442,187,3,15 mins,Yes
540,131,3,22 mins,Yes
245,136,2,48 mins,No
578,181,3,49 mins,No
778,161,2,53 mins,Yes
382,137,4,43 mins,Yes
982,167,5,32 mins,Yes
717,136,4,50 mins,Yes
570,105,4,54 mins,No
713,146,5,26 mins,No
737,179,2,54 mins,No
142,152,2,57 mins,Yes
893,149,3,10 mins,No
368,106,1,16 mins,Yes
84,110,2,22 mins,No
143,196,5,23 mins,No
352,123,1,26 mins,Yes
545,117,5,39 mins,No
913,184,5,57 mins,No
152,144,5,56 mins,Yes
158,141,1,58 mins,No
446,115,4,43 mins,No
653,144,5,36 mins,Yes
958,158,3,34 mins,No
763,186,2,53 mins,Yes
303,150,2,44 mins,Yes
624,152,2,18 mins,Yes
656,170,1,15 mins,Yes
450,168,3,35 mins,Yes
721,163,3,47 mins,Yes
224,158,3,48 mins,Yes
43,123,3,36 mins,Yes
264,144,3,49 mins,Yes
756,183,4,40 mins,Yes
3,195,3,12 mins,Yes
637,144,3,33 mins,Yes
268,152,1,24 mins,Yes
596,167,1,15 mins,No
16,128,3,20 mins,Yes
334,167,4,39 mins,Yes
464,178,3,44 mins,Yes
59,118,3,57 mins,No
177,127,3,47 mins,Yes
63,151,5,52 mins,No
958,160,4,49 mins,Yes
561,174,2,38 mins,No
307,149,3,32 mins,No
246,115,2,51 mins,No
289,183,4,51 mins,No
798,173,3,12 mins,No
955,168,2,35 mins,Yes
332,115,2,23 mins,Yes
527,151,4,28 mins,Yes
850,148,3,30 mins,No
255,172,5,30 mins,No
604,101,4,18 mins,No
510,107,5,22 mins,No
791,153,3,50 mins,Yes
718,131,2,53 mins,No
606,118,4,55 mins,Yes
737,112,4,46 mins,No
813,148,4,47 mins,No
830,130,1,54 mins,No
463,197,3,54 mins,No
199,107,1,33 mins,No
271,192,4,47 mins,Yes
746,103,4,55 mins,No
558,163,5,20 mins,Yes
64,106,1,38 mins,Yes
230,195,2,54 mins,No
942,115,3,53 mins,No
952,171,2,57 mins,No
249,143,2,47 mins,No
246,194,3,50 mins,No
940,191,4,26 mins,No
587,181,5,57 mins,Yes
157,118,4,35 mins,Yes
735,122,4,35 mins,No
702,161,1,21 mins,No
985,161,2,27 mins,Yes
564,153,2,18 mins,Yes
950,126,2,12 mins,Yes
88,191,5,19 mins,No
313,140,5,52 mins,Yes
851,188,5,11 mins,No
66,108,3,17 mins,No
662,121,5,52 mins,Yes
20,193,1,27 mins,Yes
33,143,1,48 mins,Yes
840,121,4,40 mins,No
793,103,4,23 mins,No
558,131,4,48 mins,Yes
73,127,4,42 mins,No
866,127,1,38 mins,Yes
825,173,4,53 mins,No
343,157,1,42 mins,Yes
133,197,5,44 mins,No
55,133,5,11 mins,Yes
61,190,3,44 mins,No
857,192,4,41 mins,No
520,144,5,45 mins,No
272,143,5,55 mins,Yes
246,131,2,59 mins,No
176,165,2,32 mins,No
628,184,1,14 mins,Yes
317,176,3,56 mins,Yes
783,117,2,25 mins,No
705,115,3,49 mins,No
662,134,5,33 mins,Yes
131,180,1,49 mins,No
102,104,3,37 mins,No
310,172,2,34 mins,Yes
782,198,5,16 mins,Yes
292,189,4,47 mins,Yes
722,179,5,16 mins,No
495,128,2,31 mins,No
361,173,2,31 mins,Yes
338,102,4,36 mins,Yes
579,117,5,42 mins,No
10,158,3,54 mins,Yes
49,174,3,41 mins,No
487,109,5,48 mins,Yes
623,131,3,41 mins,Yes
321,166,5,10 mins,No
731,188,5,19 mins,No
569,162,2,54 mins,Yes
795,119,1,13 mins,No
971,181,2,38 mins,No
625,174,3,16 mins,Yes
133,155,1,47 mins,No
583,128,5,15 mins,No
83,192,3,20 mins,No
57,150,4,18 mins,No
376,165,3,39 mins,Yes
349,103,1,31 mins,Yes
271,179,1,48 mins,Yes
483,152,5,18 mins,Yes
111,110,4,47 mins,Yes
869,121,5,55 mins,No
887,137,4,42 mins,No
76,115,4,35 mins,No
158,187,5,25 mins,Yes
532,178,3,18 mins,Yes
933,179,2,32 mins,Yes
643,174,4,24 mins,No
329,109,1,28 mins,No
122,144,5,51 mins,No
41,139,3,25 mins,Yes
167,105,4,34 mins,Yes
922,125,3,44 mins,No
642,156,5,22 mins,No
23,190,1,55 mins,No
279,164,4,16 mins,Yes
763,172,4,43 mins,Yes
469,186,3,23 mins,No
400,152,5,32 mins,No
9,189,2,32 mins,Yes
13,176,4,26 mins,No
924,109,1,22 mins,No
923,110,4,36 mins,Yes
819,110,4,11 mins,No
832,173,2,46 mins,No
52,162,2,39 mins,No
209,190,5,13 mins,Yes
550,199,4,39 mins,No
612,191,4,12 mins,No
705,160,3,23 mins,Yes
402,195,3,20 mins,No
191,119,1,49 mins,No
51,138,1,32 mins,Yes
393,106,3,50 mins,No
653,115,1,57 mins,No
680,193,4,41 mins,No
823,147,2,12 mins,Yes
621,145,4,51 mins,No
719,105,3,10 mins,Yes
939,178,5,18 mins,Yes
300,153,5,57 mins,Yes
622,166,3,18 mins,Yes
196,162,4,21 mins,Yes
417,123,1,10 mins,Yes
664,144,1,25 mins,Yes
420,152,5,39 mins,No
